"record","time_s","phase","type","message","details_json","obstacle_id","peak_closing_speed_m_s","total_normal_impulse_Ns","peak_tick_impulse_Ns","estimated_peak_load_N","fender_coverage","bottomed_out","penalty_s","contact_duration_s"
"telemetry","17.000000000000316","","snapshot","","{""state"":{""x"":0.04554790243500223,""y"":-5.304919209018566,""heading"":0.0016313719933842546,""vx"":0.003771626378209959,""vy"":2.321622205033039,""yaw"":0.0000020062191017948478,""port"":0.9999756069455824,""starboard"":0.9999756069455824,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016245636572559225,""berthBearing"":-0.0021379021715117576,""phase"":""approach"",""progress"":{""elapsed"":17.000000000000316,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","18.00000000000026","","snapshot","","{""state"":{""x"":0.049354966776309545,""y"":-2.9634522422586764,""heading"":0.001633065313735638,""vx"":0.0038380700465369226,""vy"":2.358727303145558,""yaw"":0.0000014233987457446358,""port"":0.9999901722744629,""starboard"":0.9999901722744629,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016271769331109845,""berthBearing"":-0.0026026302968165074,""phase"":""approach"",""progress"":{""elapsed"":18.00000000000026,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","19.000000000000203","","snapshot","","{""state"":{""x"":0.053219217694187075,""y"":-0.5903142392810377,""heading"":0.0016342667134020387,""vx"":0.0038871140025050306,""vy"":2.385654903003332,""yaw"":0.0000010098924227540413,""port"":0.9999960405044984,""starboard"":0.9999960405044984,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.00162936833727325,""berthBearing"":-0.0032078376805057354,""phase"":""approach"",""progress"":{""elapsed"":19.000000000000203,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","20.000000000000146","","snapshot","","{""state"":{""x"":0.057125573128065425,""y"":1.8057667628992562,""heading"":0.001635119099103931,""vx"":0.003923134223145256,""vy"":2.405128047403919,""yaw"":7.165126680680578e-7,""port"":0.9999984047575843,""starboard"":0.9999984047575843,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016311525484082197,""berthBearing"":-0.004024540371710527,""phase"":""approach"",""progress"":{""elapsed"":20.000000000000146,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","21.00000000000009","","snapshot","","{""state"":{""x"":0.06106279232427026,""y"":4.2184180232225215,""heading"":0.0016357238618028402,""vx"":0.003949487736572532,""vy"":2.4191747650390365,""yaw"":5.083616629305338e-7,""port"":0.9999993572922703,""starboard"":0.9999993572922703,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.001632574994080744,""berthBearing"":-0.005182856231653249,""phase"":""approach"",""progress"":{""elapsed"":21.00000000000009,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","22.000000000000032","","snapshot","","{""state"":{""x"":0.06502255840480595,""y"":6.643010968309284,""heading"":0.0016361529375547201,""vx"":0.0039687110036957084,""vy"":2.429288751010733,""yaw"":3.606798019872081e-7,""port"":0.9999997410592761,""starboard"":0.9999997410592761,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016336911251428987,""berthBearing"":-0.006948978092385432,""phase"":""approach"",""progress"":{""elapsed"":22.000000000000032,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","22.999999999999975","","snapshot","","{""state"":{""x"":0.0689987514303751,""y"":9.07619649972457,""heading"":0.0016364573644675256,""vx"":0.003982699785345694,""vy"":2.4365615433030894,""yaw"":2.5590038127636807e-7,""port"":0.9999998956752885,""starboard"":0.9999998956752885,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.001634555978827879,""berthBearing"":-0.009965110574697497,""phase"":""approach"",""progress"":{""elapsed"":22.999999999999975,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","23.99999999999992","","snapshot","","{""state"":{""x"":0.07298688685047931,""y"":11.515557857920461,""heading"":0.0016366733537404338,""vx"":0.003992859798633638,""vy"":2.4417863678436222,""yaw"":1.815599688313667e-7,""port"":0.9999999579685834,""starboard"":0.9999999579685834,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016352193182514261,""berthBearing"":-0.01627414089773179,""phase"":""approach"",""progress"":{""elapsed"":23.99999999999992,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","24.99999999999986","","snapshot","","{""state"":{""x"":0.07698368914493901,""y"":13.959354451197326,""heading"":0.0016368265969958142,""vx"":0.004000227263253269,""vy"":2.445537386622496,""yaw"":1.288158506428725e-7,""port"":0.9999999830659491,""starboard"":0.9999999830659491,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016357237952997162,""berthBearing"":-0.037707283162773726,""phase"":""approach"",""progress"":{""elapsed"":24.99999999999986,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","25.999999999999805","","snapshot","","{""state"":{""x"":0.08098677201475435,""y"":16.406334415864663,""heading"":0.0016369353222895682,""vx"":0.004005562614616729,""vy"":2.44822902433478,""yaw"":9.139417986496588e-8,""port"":0.9999999931774348,""starboard"":0.9999999931774348,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016361047110871852,""berthBearing"":-2.944860028782563,""phase"":""approach"",""progress"":{""elapsed"":25.999999999999805,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","26.999999999999748","","snapshot","","{""state"":{""x"":0.08499440058449217,""y"":18.85559828560554,""heading"":0.0016370124623250077,""vx"":0.004009421972100962,""vy"":2.4501598064624472,""yaw"":6.484370092750047e-8,""port"":0.9999999972512545,""starboard"":0.9999999972512545,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016363905663417616,""berthBearing"":-3.111837307608343,""phase"":""approach"",""progress"":{""elapsed"":26.999999999999748,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","27.99999999999969","","snapshot","","{""state"":{""x"":0.08900531572300528,""y"":21.306500252972384,""heading"":0.0016370671927846152,""vx"":0.004012210923602943,""vy"":2.451544462469703,""yaw"":4.600627404783533e-8,""port"":0.9999999988925571,""starboard"":0.9999999988925571,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016366039461350556,""berthBearing"":-3.1248213417500903,""phase"":""approach"",""progress"":{""elapsed"":27.99999999999969,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","28.999999999999634","","snapshot","","{""state"":{""x"":0.09301860488625517,""y"":23.758576871811073,""heading"":0.0016371060237661376,""vx"":0.004014224620027283,""vy"":2.452537288306516,""yaw"":3.2641216796055206e-8,""port"":0.9999999995538219,""starboard"":0.9999999995538219,""rudder"":0,""contact"":false,""impact"":0},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":0.0016367624885766107,""berthBearing"":-3.1296040956367244,""phase"":""approach"",""progress"":{""elapsed"":28.999999999999634,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":0,""penalty"":0},""paused"":false}","","","","","","","","",""
"telemetry","29.999999999999577","","snapshot","","{""state"":{""x"":0.21568337337252155,""y"":24.618462637417245,""heading"":-0.0172778135442457,""vx"":0.14670878853245614,""vy"":-0.0418782441771155,""yaw"":-0.01549570017591155,""port"":0.9999999998202393,""starboard"":0.9999999998202393,""rudder"":0,""contact"":true,""impact"":0.00701163261219645},""controls"":{""port"":1,""starboard"":1,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":1.8488530188022372,""berthBearing"":-3.1165721397512964,""phase"":""approach"",""progress"":{""elapsed"":29.999999999999577,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":1,""penalty"":5},""paused"":false}","","","","","","","","",""
"telemetry","30.99999999999952","","snapshot","","{""state"":{""x"":0.3021068875455267,""y"":24.62588353993884,""heading"":-0.014539795073415743,""vx"":0.03820724719844744,""vy"":0.04625263683801002,""yaw"":0.01701674576864221,""port"":0.72747050895186,""starboard"":0.72747050895186,""rudder"":0,""contact"":true,""impact"":0.005538969403306296},""controls"":{""port"":0,""starboard"":0,""rudder"":0},""weather"":{""speed"":0,""direction"":1.5707963267948966,""currentX"":0,""currentY"":0},""fenders"":{""port"":{""deployed"":false,""target"":false,""remaining"":0},""starboard"":{""deployed"":true,""target"":true,""remaining"":0}},""mooring"":{""bow"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false},""stern"":{""attached"":false,""restLength"":0,""tension"":0,""extension"":0,""peakTension"":0,""overloadTime"":0,""warning"":false,""broken"":false}},""course"":null,""berthBearing"":-3.1065836655385883,""phase"":""approach"",""progress"":{""elapsed"":30.99999999999952,""phase"":""approach"",""arrivalAt"":null,""securedAt"":null,""dwell"":0,""success"":false,""collisions"":1,""penalty"":5},""paused"":false}","","","","","","","","",""
